OG	Kingdom	Description	0505-0101	R1W5
322EU	Bacteria	-	7.783853397248655	0
33S2F	Bacteria	-	3.814351288240391	2.6153200691388965
31U2A	Bacteria	-	9.19773395583514	0
COG2823	Bacteria	BON domain	9.19773395583514	0
322Y3	Bacteria	-	7.292189412991072	0
31WF5	Bacteria	-	13.091125457653039	0
COG4443	Bacteria	Transcriptional Coactivator p15 (PC4)	94.72481214527515	219.08026431980542
COG3024	Bacteria	Inhibits all the catalytic activities of DNA gyrase by preventing its interaction with DNA. Acts by binding directly to the C-terminal domain of GyrB, which probably disrupts DNA binding by the gyrase	7.152113248894066	0
32IMR	Bacteria	Psort location Cytoplasmic, score	34.36407545107553	19.07029492450516
33DKQ	Bacteria	-	6.644443706721183	0
COG2332	Bacteria	Heme chaperone required for the biogenesis of c-type cytochromes. Transiently binds heme delivered by CcmC and transfers the heme to apo-cytochromes in a process facilitated by CcmF and CcmH	6.297710318499699	3.1416998207286686
COG1138	Bacteria	Cytochrome c-type biogenesis protein CcmF C-terminal	38.41803600900283	6.204912211263755
2Z82I	Bacteria	COG NOG23386 non supervised orthologous group	8.72340085390736	24.199628101936245
COG4735	Bacteria	Domain of unknown function (DUF3944)	7.006703033547112	67.98899149875068
30M4F	Bacteria	Protein of unknown function (DUF551)	6.172363426286888	4.92869448493863
3399G	Bacteria	-	38.61000775537164	72.01687084891357
COG1042	Bacteria	CoA binding domain	22.073116287763234	11.203720241866028
COG3264	Bacteria	Mechanosensitive ion channel	15.265864872127796	67.46374220542081
2ZX9B	Bacteria	-	7.1014951487115034	0
348MB	Bacteria	-	14.287384343211874	0
33H7B	Bacteria	-	14.287384343211874	0
COG4695	Bacteria	Phage portal protein	61.90126453620161	58.847543222621226
30FRH	Bacteria	-	10.855813427178148	0
31JZ3	Bacteria	Psort location Cytoplasmic, score 8.87	8.192488222054706	0
32NU8	Bacteria	-	19.22937252178842	0
33C2A	Bacteria	-	19.22937252178842	6.521094327099117
COG4729	Bacteria	Domain of unknown function (DUF1850)	20.030210080754518	7.917928278207266
314T2	Bacteria	-	7.667202767698759	0
COG1788	Bacteria	Branched-chain amino acid dehydrogenase	29.441210125923647	40.78008421809275
30FNQ	Bacteria	-	16.457740664655937	0
2Z9IN	Bacteria	Psort location Cytoplasmic, score	95.19962689061215	310.6181181478859
3337V	Bacteria	-	38.39815825888807	26.919553378623505
2Z9K0	Bacteria	NTF2 fold immunity protein	48.64360988075945	36.02512362936525
COG2350	Bacteria	YCII-related domain	8.876375216893242	7.314762929321427
COG4332	Bacteria	Protein of unknown function (DUF1062)	12.207506047255267	2.0479471024759746
33ZPT	Bacteria	-	43.05585574813457	6.065612540077049
32JS2	Bacteria	-	9.755535538566717	0
2Z9A4	Bacteria	Domain of unknown function (DUF5048)	7.36737123503986	0
32WUT	Bacteria	Domain of unknown function (DUF4836)	3.955143431135988	5.103786459559693
30FG1	Bacteria	-	23.137521264849898	2.269938046267367
COG0643	Bacteria	Histidine kinase	27.13838365005612	27.665841062053538
COG4394	Bacteria	Uncharacterized protein conserved in bacteria (DUF2331)	10.726458544165672	0
3467M	Bacteria	-	4.887269899113692	0
33FZ5	Bacteria	Psort location Cytoplasmic, score	4.887269899113692	3.394542079775299
33957	Bacteria	-	4.887269899113692	0
30MBH	Bacteria	-	15.031179037733738	0
32WHI	Bacteria	-	7.425041477976466	0
2Z7WV	Bacteria	Psort location Cytoplasmic, score	6.360230485156291	0
COG3301	Bacteria	Polysulphide reductase, NrfD	15.103185693460475	0
32SNM	Bacteria	RloB-like protein	9.507496267157919	51.331938247533806
315AT	Bacteria	-	6.730280750643833	0
32TXN	Bacteria	Putative tranposon-transfer assisting protein	134.25824936992578	464.67371946200535
2ZCQ8	Bacteria	-	8.01933976255078	5.688415066340704
32YXF	Bacteria	-	5.120865848536268	0
33P5I	Bacteria	-	5.120865848536268	0
COG3603	Bacteria	Psort location Cytoplasmic, score	26.2260777054118	0
32R02	Bacteria	Psort location Cytoplasmic, score 8.87	41.80072504123901	26.322978062479056
2Z8SB	Bacteria	-	13.023658946590146	0
30AAW	Bacteria	-	13.023658946590146	0
2ZJMU	Bacteria	-	5.878557634496003	0
2Z8XY	Bacteria	-	7.240442141927616	52.654297312235606
2ZCMI	Bacteria	-	5.327442568748028	0
COG1330	Bacteria	Exodeoxyribonuclease V, gamma subunit	16.998324806571286	0
31J9A	Bacteria	-	11.222710055390015	0
2Z96S	Bacteria	P22 coat protein-protein 5 domain protein	12.3848419982831	4.04244010637234
344QE	Bacteria	-	7.185889194500371	0
33V7U	Bacteria	-	6.098581728288081	26.740240858416605
31FEA	Bacteria	-	11.433046078314502	26.740240858416605
COG4219	Bacteria	PFAM BlaR1 peptidase M56	112.56724384582436	360.9260131950946
30W38	Bacteria	-	17.12919803937985	2.6934952602689224
347SN	Bacteria	-	7.7695890239598455	0
COG2203	Bacteria	Putative diguanylate phosphodiesterase	90.70238280785415	79.41140916502007
2ZV9M	Bacteria	-	32.43785115513708	4.977363281533815
30K3X	Bacteria	-	4.092281616438929	0
30FSI	Bacteria	-	3.9141358420513943	0
335V5	Bacteria	-	14.088599205693027	0
304KC	Bacteria	-	20.56206925461179	78.04947216414963
31IBG	Bacteria	Cysteine-rich VLP	27.534334830401235	78.04947216414963
330NJ	Bacteria	-	13.332009541299511	117.09873709468827
321T0	Bacteria	Domain of unknown function (DUF4315)	11.573503784955552	78.04947216414963
33AUR	Bacteria	-	11.186581187425045	0
COG2316	Bacteria	PFAM metal-dependent phosphohydrolase, HD sub domain	40.79738720418775	15.859738550800204
COG1952	Bacteria	One of the proteins required for the normal export of preproteins out of the cell cytoplasm. It is a molecular chaperone that binds to a subset of precursor proteins, maintaining them in a translocation-competent state. It also specifically binds to its receptor SecA	11.60275936685942	0
30ZSH	Bacteria	Protein of unknown function (DUF3945)	3.1830108073107657	22.86767266940644
33CRI	Bacteria	PilZ domain	7.3132983669458245	0
COG2257	Bacteria	FlhB HrpN YscU SpaS Family	7.3132983669458245	35.995208164626526
2Z7XB	Bacteria	MobA/MobL family	23.606646637667343	48.00163098380107
32UNY	Bacteria	Domain of unknown function (DUF5348)	6.9488180521736105	0
33DKE	Bacteria	Psort location Cytoplasmic, score 8.87	52.4777194053059	193.93800279421924
32RZW	Bacteria	Polyketide cyclase / dehydrase and lipid transport	8.840333385158475	16.239465846411843
COG2049	Bacteria	Psort location Cytoplasmic, score 8.87	25.146975473997085	9.080872479605107
32N72	Bacteria	-	6.414691612120803	0
33KZ4	Bacteria	-	5.155006131850413	0
33QEH	Bacteria	PcfK-like protein	4.534951931465883	0
32RMI	Bacteria	-	10.776010864548326	0
333GD	Bacteria	-	6.245122402578532	0
33NM3	Bacteria	-	6.245122402578532	4.906961763683113
30HSG	Bacteria	Helix-turn-helix domain	47.79169429125687	6.282293292496833
328MX	Bacteria	-	10.22975087477075	0
32NRW	Bacteria	-	7.968707861697467	0
32TDH	Bacteria	-	25.465026284164306	0
COG2258	Bacteria	MOSC domain-containing protein-containing proteincontaining protein	14.576746963052061	5.750818205938762
COG2116	Bacteria	Formate/nitrite transporter	21.377609404165298	21.01621052653602
339JK	Bacteria	-	13.930942827147971	0
32UQH	Bacteria	Psort location Cytoplasmic, score	4.388559292370362	0
344BJ	Bacteria	-	4.388559292370362	0
33C91	Bacteria	Protein of unknown function (DUF2877)	8.018024098605798	2.2578730752752616
31YQM	Bacteria	-	6.681686748838165	0
31T4B	Bacteria	-	6.681686748838165	0
2ZAA7	Bacteria	RteC protein	14.908184055830404	37.450013162463115
325E9	Bacteria	-	7.839247449555975	0
321E3	Bacteria	-	7.081758993478645	0
323DN	Bacteria	-	7.081758993478645	0
30FWD	Bacteria	Virus attachment protein p12 family	9.57985014776077	0
31WXX	Bacteria	-	16.564396756443085	0
31YHV	Bacteria	-	4.598328291735902	0
31QEE	Bacteria	-	4.598328291735902	0
31TJN	Bacteria	Helix-turn-helix XRE-family like proteins	28.385744027291704	4.318981649133837
2ZA15	Bacteria	Psort location Cytoplasmic, score	62.13203291219613	23.031518049808845
307F9	Bacteria	Psort location Cytoplasmic, score	29.880273865660854	132.14202202200238
31N0K	Bacteria	Psort location Cytoplasmic, score 8.87	22.079371119765728	0
2Z9CM	Bacteria	Domain of unknown function (DUF4304)	22.079371119765728	132.14202202200238
COG1144	Bacteria	2-oxoacid acceptor oxidoreductase, delta subunit, pyruvate 2-ketoisovalerate family	8.161800866562597	0
32MHX	Bacteria	-	5.004836709192548	0
2Z9FI	Bacteria	Psort location CytoplasmicMembrane, score	62.38704934271456	7.644466659047472
2ZB4M	Bacteria	-	15.785645698943304	2.104471906395757
30K4E	Bacteria	Putative cell wall binding repeat	9.084999956644536	0
2ZB0A	Bacteria	-	5.028370072980462	5.061871103179482
2Z85H	Bacteria	Domain of unknown function (DUF4914)	4.25477531409135	24.345254967227945
31D08	Bacteria	-	25.82658849310834	7.526712113554757
322EB	Bacteria	-	15.92527205317828	0
COG0163	Bacteria	Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for 4-hydroxy-3- polyprenylbenzoic acid decarboxylase UbiD. The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN	29.418538292008513	32.15753747737401
COG3775	Bacteria	PTS system sugar-specific permease component	33.15454519649069	53.97977104629413
334M6	Bacteria	-	10.253475699864223	0
COG2043	Bacteria	Uncharacterised ArCR, COG2043	15.394326667733708	2.664533058318488
2Z8FT	Bacteria	-	23.365394904152055	0
30YQC	Bacteria	Succinate dehydrogenase/Fumarate reductase transmembrane subunit	8.178299568446084	5.657570132958832
2Z833	Bacteria	HmuY protein	3.504985608195012	6.15656069619997
3270X	Bacteria	-	19.35612064210487	0
32Q5M	Bacteria	-	9.391089633466908	0
328RM	Bacteria	-	9.391089633466908	0
33JG5	Bacteria	Psort location Cytoplasmic, score 8.96	6.862177165181918	7.095041017271495
32VAK	Bacteria	Domain of unknown function (DUF4624)	6.844680490794151	0
31DXZ	Bacteria	-	17.46804075609242	83.89138783053264
COG4103	Bacteria	Tellurite resistance protein TerB	7.06572390212794	4.599662979207102
2Z7QU	Bacteria	Domain of unknown function (DUF932)	24.612908468832977	200.7102175351732
32VQX	Bacteria	-	5.510171361883211	0
COG0160	Bacteria	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	30.02564829126833	0
342IY	Bacteria	-	14.225781093120018	0
30W77	Bacteria	-	6.7051810107256165	0
338N2	Bacteria	Phage protein Gp19/Gp15/Gp42	6.7051810107256165	0
2ZC6N	Bacteria	Domain of unknown function (DUF4272)	19.711028443625917	3.5484712895843944
COG0276	Bacteria	Catalyzes the ferrous insertion into protoporphyrin IX	22.099883148708237	4.318981649133837
33HI6	Bacteria	-	5.55446544270058	0
2Z85S	Bacteria	-	17.79425521503602	2.3488300557169115
COG1915	Bacteria	PFAM LOR SDH bifunctional enzyme conserved region	24.1113023893615	25.443557409670454
2Z8SR	Bacteria	-	5.572382853537327	104.78640201211785
301GC	Bacteria	-	28.6077411569789	35.400226347109495
30J1S	Bacteria	Psort location Cytoplasmic, score 8.96	36.83733459845201	0
2ZBMQ	Bacteria	-	5.774501221060563	1.9135255461974536
3369E	Bacteria	-	5.774501221060563	3.406207120036489
2ZVSJ	Bacteria	-	5.774501221060563	3.406207120036489
32TG4	Bacteria	Helix-turn-helix domain	3.394181310793362	0
33098	Bacteria	Psort location Cytoplasmic, score	58.846079313575096	89.20738946450446
342AF	Bacteria	-	3.2031621787243028	0
30W9Q	Bacteria	-	3.2031621787243028	0
33QI0	Bacteria	-	3.2031621787243028	0
3345T	Bacteria	-	7.029728992673728	0
2Z7TB	Bacteria	5'-nucleotidase	6.2263315012876825	0
32CTH	Bacteria	-	4.421085817251291	0
2Z9QV	Bacteria	Domain of unknown function (DUF4317)	15.175752564415259	24.849683359308006
COG2840	Bacteria	Smr protein MutS2	8.06021550922746	2.2026807434833855
COG1872	Bacteria	Belongs to the UPF0235 family	8.0734006700635	7.424766019908759
32PHK	Bacteria	Domain of unknown function (DUF5058)	7.87585970901514	2.0479471024759746
330I1	Bacteria	-	9.759171463282922	4.089134934383528
COG4670	Bacteria	COG COG4670 Acyl CoA acetate 3-ketoacid CoA transferase	75.14074738844282	82.83512649101222
COG3577	Bacteria	gag-polyprotein putative aspartyl protease	5.458474877288123	30.918199257823645
345C6	Bacteria	-	5.065208203417595	0
31J2V	Bacteria	-	4.862600096091623	0
COG1017	Bacteria	Oxidoreductase FAD-binding domain	7.500613951011995	0
32TTC	Bacteria	-	10.367071228927612	0
COG4134	Bacteria	Bacterial extracellular solute-binding protein	34.02289066853194	16.16237352525142
COG1868	Bacteria	flagellar motor switch protein	18.4996910372084	9.135195773579408
COG1886	Bacteria	Type III flagellar switch regulator (C-ring) FliN C-term	7.732978604590117	0
30FC7	Bacteria	Psort location Cytoplasmic, score 8.87	4.688219052680641	6.765913231919562
327ER	Bacteria	-	4.688219052680641	0
311QS	Bacteria	-	55.70847206900565	0
33IZ1	Bacteria	-	5.11560871302464	0
30MJ5	Bacteria	Protein of unknown function (DUF3164)	5.11560871302464	13.933891576847618
2Z9SK	Bacteria	Domain of unknown function (DUF4366)	16.8737710849088	17.132781964828663
2Z9X2	Bacteria	Psort location Cytoplasmic, score	14.981321354509582	14.753710732465699
COG4576	Bacteria	Ethanolamine utilization protein EutN carboxysome structural protein Ccml	12.395311831146532	10.279489304614557
31BS9	Bacteria	BMC domain	8.646801058941087	2.4534808818415565
COG4820	Bacteria	MreB/Mbl protein	12.20628671199213	15.756352438641805
COG1815	Bacteria	Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body	12.775642492290325	2.554655241541666
COG1558	Bacteria	Flagellar basal body rod protein	11.464836475417544	5.56469047528579
2ZC7U	Bacteria	SMI1-KNR4 cell-wall	30.571699430895197	0
2ZAM1	Bacteria	Putative inner membrane protein (DUF1819)	14.889540821716599	12.369107518934525
33E7K	Bacteria	-	7.250022659567819	0
31UAF	Bacteria	An automated process has identified a potential problem with this gene model	38.459840080798735	2.7381390644843635
33R98	Bacteria	-	5.193117604175556	5.931420258508332
COG3950	Bacteria	AAA ATPase domain	20.491392523523142	28.660208708805314
30J2J	Bacteria	-	8.550300328733181	5.798936900807538
COG3392	Bacteria	D12 class N6 adenine-specific DNA methyltransferase	6.256317874710081	7.371671197163071
32V6S	Bacteria	Domain of unknown function (DUF4340)	20.300464199867626	38.14410161270976
2Z9IV	Bacteria	Psort location Cytoplasmic, score	16.793438944540004	37.26008033830155
30FPE	Bacteria	-	13.651714039840655	0
339HK	Bacteria	Protein of unknown function (DUF2721)	15.590349094977038	2.388448804359637
32TS2	Bacteria	Psort location Cytoplasmic, score	47.22632074050627	2.554655241541666
2ZNAM	Bacteria	-	8.443088989959461	0
30444	Bacteria	Cro/C1-type HTH DNA-binding domain	4.025840587217348	2.5812665504367276
COG3708	Bacteria	Transcriptional regulator	54.01697546949589	15.746620633279058
2Z82C	Bacteria	S1 P1 nuclease	3.8205142077756777	5.6557620142937814
31Q17	Bacteria	Domain of unknown function (DUF1837)	4.780406245238441	0
33D9E	Bacteria	-	4.051349747034527	0
COG5514	Bacteria	Domain of unknown function (DUF1794)	7.253962843071861	0
33668	Bacteria	Psort location Cytoplasmic, score 8.87	5.760499704547334	5.779208481731647
2ZG02	Bacteria	-	11.35416356040145	69.29830845673841
COG2057	Bacteria	Coenzyme A transferase	18.51571168385705	32.55844652584059
3307U	Bacteria	-	14.041313967496968	2.122497310745731
2ZCII	Bacteria	Psort location Cytoplasmic, score	15.70700248466108	37.7709375617291
COG1806	Bacteria	Bifunctional serine threonine kinase and phosphorylase involved in the regulation of the phosphoenolpyruvate synthase (PEPS) by catalyzing its phosphorylation dephosphorylation	10.582515340119608	11.229478507021211
30YR7	Bacteria	Putative amidoligase enzyme	7.725191346107372	21.42483699325004
33Z5S	Bacteria	-	11.487991148800036	10.727026368393389
2Z9DE	Bacteria	MvaI/BcnI restriction endonuclease family	8.967186114559226	0
arCOG07793	Archaea	-	1.7307560116280298	0
arCOG01097	Archaea	Rubrerythrin	1.7307560116280298	0
arCOG03214	Archaea	Catalyzes the reductive methylation of 2'-deoxyuridine- 5'-monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by-product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis	4.34676616910659	0
345TI	Bacteria	Transposon-encoded protein TnpW	7.797516061292698	18.291104586869903
30FX7	Bacteria	-	20.742530137520134	0
32YNK	Bacteria	Protein of unknown function (DUF1292)	23.846715929712644	39.32916286595914
32ECX	Bacteria	-	4.776328423044771	0
2ZQ7M	Bacteria	Domain of unknown function (DUF4906)	37.58314934315402	54.72613334249056
302D2	Bacteria	Domain of unknown function (DUF4906)	9.558262678548825	4.956031278894817
2Z7N2	Bacteria	Psort location Cytoplasmic, score	20.542335399490725	45.71970376113639
32Y5H	Bacteria	YolD-like protein	5.025858810926038	2.622239044118579
COG1060	Bacteria	Radical SAM enzyme that catalyzes the addition of the adenosyl radical to the double bond of 3- (1- carboxyvinyl)oxy benzoate, leading to aminodeoxyfutalosine (AFL), a key intermediate in the formation of menaquinone (MK, vitamin K2) from chorismate	15.469362938708302	6.125138006307104
COG2368	Bacteria	4-hydroxyphenylacetate 3-hydroxylase C terminal	21.968866756941743	40.251949293750286
316Y8	Bacteria	Psort location Cytoplasmic, score 8.87	33.298276330229534	246.1086958459556
32Z9I	Bacteria	-	113.1050145830003	257.94400740371805
32Z68	Bacteria	-	6.4050103495841135	0
COG5577	Bacteria	Coat F domain	10.014516993796535	14.532699051687418
32B2X	Bacteria	-	9.292855539012608	0
333HZ	Bacteria	-	7.10044326158682	0
32R3T	Bacteria	Psort location Cytoplasmic, score 8.96	39.587148607175465	1901.2591916458089
331KJ	Bacteria	-	6.2250041527747975	0
2Z8M4	Bacteria	-	7.665336548995263	0
30Q8Y	Bacteria	Domain of unknown function (DUF3841)	8.39188058908662	0
30IF5	Bacteria	-	9.359992122040069	0
33KGR	Bacteria	-	8.235496356371444	0
3034T	Bacteria	-	6.239995361389856	0
arCOG01740	Archaea	Signal peptidase I	6.239995361389856	0
COG1244	Bacteria	Elongator protein 3, MiaB family, Radical SAM	12.95555870872634	0
33284	Bacteria	-	6.020763426098917	0
COG5598	Bacteria	Trimethylamine methyltransferase (MTTB)	12.541920036719192	0
31VXQ	Bacteria	Psort location CytoplasmicMembrane, score	13.149190675786558	0
33TUY	Bacteria	-	4.911724963698867	0
